order_id,customer_id,customer_name,city,state,product_id,product_name,category,quantity,unit_price,total_amount,order_date,status
593,129,Customer 129,Curitiba,PR,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-01-30,completed
594,272,Customer 272,Rio de Janeiro,DF,2,Notebook Air,Computers,2,3800.0,7600.0,2026-08-24,completed
595,338,Customer 338,Niterói,SP,9,SSD 1TB,Storage,1,700.0,700.0,2026-06-10,completed
596,208,Customer 208,Brasília,RS,5,Keyboard Mechanical,Accessories,3,450.0,1350.0,2026-01-18,cancelled
597,143,Customer 143,Niterói,BA,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-02-03,completed
598,366,Customer 366,Curitiba,RS,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-07-22,cancelled
599,224,Customer 224,São Paulo,RJ,9,SSD 1TB,Storage,4,700.0,2800.0,2026-01-09,completed
600,95,Customer 95,Brasília,MG,2,Notebook Air,Computers,1,3800.0,3800.0,2026-06-05,cancelled
601,245,Customer 245,Porto Alegre,BA,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-06-14,completed
602,94,Customer 94,Belo Horizonte,DF,7,Headset Pro,Accessories,1,650.0,650.0,2026-02-06,completed
603,144,Customer 144,Belo Horizonte,PR,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-05-10,completed
604,346,Customer 346,Niterói,RJ,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-04-16,completed
605,140,Customer 140,Belo Horizonte,DF,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-03-06,completed
606,154,Customer 154,Niterói,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-05-27,completed
607,55,Customer 55,Belo Horizonte,DF,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-07-01,completed
608,168,Customer 168,São Paulo,DF,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-03-01,completed
609,406,Customer 406,Curitiba,RS,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-07-02,cancelled
610,103,Customer 103,Salvador,BA,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-05-07,completed
611,258,Customer 258,Rio de Janeiro,MG,8,Webcam HD,Accessories,1,350.0,350.0,2026-06-01,cancelled
612,370,Customer 370,Salvador,RJ,2,Notebook Air,Computers,1,3800.0,3800.0,2026-04-11,cancelled
613,472,Customer 472,Salvador,MG,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-07-19,cancelled
614,124,Customer 124,Belo Horizonte,MG,8,Webcam HD,Accessories,4,350.0,1400.0,2026-05-24,completed
615,394,Customer 394,Curitiba,DF,6,Mouse Wireless,Accessories,2,180.0,360.0,2026-07-03,completed
616,492,Customer 492,Salvador,PR,10,USB Hub,Accessories,3,150.0,450.0,2026-08-11,completed
617,223,Customer 223,Porto Alegre,BA,10,USB Hub,Accessories,2,150.0,300.0,2026-03-29,completed
618,397,Customer 397,Rio de Janeiro,PR,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-02-05,cancelled
619,9,Customer 9,São Paulo,SP,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-02-15,completed
620,257,Customer 257,Porto Alegre,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-07-21,completed
621,490,Customer 490,Curitiba,BA,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-02-06,completed
622,104,Customer 104,Rio de Janeiro,RJ,1,Notebook Pro,Computers,3,5500.0,16500.0,2026-02-01,cancelled
623,133,Customer 133,Rio de Janeiro,PR,8,Webcam HD,Accessories,2,350.0,700.0,2026-08-24,completed
624,274,Customer 274,Brasília,BA,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-01-22,cancelled
625,252,Customer 252,Belo Horizonte,SP,10,USB Hub,Accessories,4,150.0,600.0,2026-06-24,cancelled
626,441,Customer 441,Brasília,RS,6,Mouse Wireless,Accessories,3,180.0,540.0,2026-03-03,cancelled
627,225,Customer 225,Porto Alegre,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-02-09,completed
628,432,Customer 432,Porto Alegre,RS,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-07-24,completed
629,489,Customer 489,Salvador,SP,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-08-06,completed
630,100,Customer 100,São Paulo,RS,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-03-14,completed
631,101,Customer 101,Salvador,RS,8,Webcam HD,Accessories,2,350.0,700.0,2026-05-15,completed
632,254,Customer 254,Niterói,DF,7,Headset Pro,Accessories,1,650.0,650.0,2026-02-13,completed
633,178,Customer 178,São Paulo,RJ,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-05-02,completed
634,231,Customer 231,Belo Horizonte,BA,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-06-21,completed
635,427,Customer 427,Salvador,PR,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-01-25,completed
636,21,Customer 21,Curitiba,MG,10,USB Hub,Accessories,2,150.0,300.0,2026-02-21,completed
637,20,Customer 20,Belo Horizonte,RS,6,Mouse Wireless,Accessories,2,180.0,360.0,2026-06-27,completed
638,477,Customer 477,Salvador,RJ,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-01-30,completed
639,66,Customer 66,Niterói,SP,3,Monitor 24,Monitors,3,1200.0,3600.0,2026-03-24,cancelled
640,114,Customer 114,Belo Horizonte,MG,7,Headset Pro,Accessories,1,650.0,650.0,2026-08-12,completed
641,357,Customer 357,São Paulo,SP,7,Headset Pro,Accessories,4,650.0,2600.0,2026-04-10,completed
642,264,Customer 264,Brasília,DF,2,Notebook Air,Computers,1,3800.0,3800.0,2026-03-23,completed
643,267,Customer 267,Belo Horizonte,RS,8,Webcam HD,Accessories,1,350.0,350.0,2026-07-17,completed
644,174,Customer 174,Porto Alegre,RJ,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-05-27,cancelled
645,133,Customer 133,Rio de Janeiro,PR,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-05-25,cancelled
646,380,Customer 380,Niterói,RS,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-01-26,completed
647,17,Customer 17,Curitiba,DF,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-07-17,completed
648,457,Customer 457,São Paulo,MG,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-02-16,completed
649,170,Customer 170,Rio de Janeiro,RJ,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-08-23,completed
650,303,Customer 303,Rio de Janeiro,PR,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-01-22,completed
651,379,Customer 379,Belo Horizonte,PR,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-03-11,completed
652,23,Customer 23,São Paulo,SP,6,Mouse Wireless,Accessories,3,180.0,540.0,2026-08-10,completed
653,158,Customer 158,Curitiba,RS,1,Notebook Pro,Computers,3,5500.0,16500.0,2026-08-12,completed
654,240,Customer 240,Porto Alegre,DF,9,SSD 1TB,Storage,1,700.0,700.0,2026-07-21,completed
655,384,Customer 384,São Paulo,SP,8,Webcam HD,Accessories,3,350.0,1050.0,2026-01-30,cancelled
656,35,Customer 35,Brasília,RS,10,USB Hub,Accessories,2,150.0,300.0,2026-03-15,completed
657,498,Customer 498,Niterói,MG,5,Keyboard Mechanical,Accessories,3,450.0,1350.0,2026-08-10,completed
658,139,Customer 139,Niterói,BA,7,Headset Pro,Accessories,1,650.0,650.0,2026-01-23,completed
659,386,Customer 386,Rio de Janeiro,BA,8,Webcam HD,Accessories,3,350.0,1050.0,2026-06-09,cancelled
660,260,Customer 260,Curitiba,BA,9,SSD 1TB,Storage,1,700.0,700.0,2026-05-24,completed
661,138,Customer 138,Rio de Janeiro,MG,10,USB Hub,Accessories,1,150.0,150.0,2026-06-29,cancelled
662,330,Customer 330,Curitiba,RJ,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-01-11,completed
663,197,Customer 197,Niterói,BA,9,SSD 1TB,Storage,1,700.0,700.0,2026-08-21,completed
664,93,Customer 93,Salvador,SP,3,Monitor 24,Monitors,4,1200.0,4800.0,2026-07-30,cancelled
665,213,Customer 213,Salvador,BA,8,Webcam HD,Accessories,1,350.0,350.0,2026-08-08,completed
666,26,Customer 26,Porto Alegre,MG,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-05-01,completed
667,252,Customer 252,Belo Horizonte,SP,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-03-31,cancelled
668,305,Customer 305,Curitiba,BA,6,Mouse Wireless,Accessories,2,180.0,360.0,2026-03-26,completed
669,412,Customer 412,São Paulo,SP,10,USB Hub,Accessories,1,150.0,150.0,2026-04-26,completed
670,4,Customer 4,Belo Horizonte,DF,8,Webcam HD,Accessories,2,350.0,700.0,2026-08-20,cancelled
671,420,Customer 420,Curitiba,RS,2,Notebook Air,Computers,1,3800.0,3800.0,2026-05-19,cancelled
672,280,Customer 280,Rio de Janeiro,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-05-06,cancelled
673,293,Customer 293,Brasília,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-03-14,completed
674,471,Customer 471,Porto Alegre,MG,2,Notebook Air,Computers,1,3800.0,3800.0,2026-08-11,completed
675,361,Customer 361,Salvador,DF,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-04-02,completed
676,91,Customer 91,Belo Horizonte,BA,9,SSD 1TB,Storage,1,700.0,700.0,2026-05-23,completed
677,257,Customer 257,Porto Alegre,BA,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-05-02,completed
678,190,Customer 190,Niterói,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-06-08,cancelled
679,448,Customer 448,Brasília,RJ,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-03-04,completed
680,61,Customer 61,Brasília,PR,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-03-19,completed
681,222,Customer 222,Belo Horizonte,DF,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-04-28,completed
682,361,Customer 361,Salvador,DF,10,USB Hub,Accessories,3,150.0,450.0,2026-01-25,completed
683,437,Customer 437,Curitiba,SP,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-03-17,cancelled
684,461,Customer 461,Porto Alegre,SP,1,Notebook Pro,Computers,4,5500.0,22000.0,2026-08-09,completed
685,474,Customer 474,Belo Horizonte,PR,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-06-06,completed
686,342,Customer 342,Niterói,RS,5,Keyboard Mechanical,Accessories,3,450.0,1350.0,2026-03-26,completed
687,96,Customer 96,Niterói,BA,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-03-15,cancelled
688,239,Customer 239,Niterói,BA,8,Webcam HD,Accessories,2,350.0,700.0,2026-03-02,completed
689,20,Customer 20,Belo Horizonte,RS,2,Notebook Air,Computers,2,3800.0,7600.0,2026-05-22,completed
690,295,Customer 295,Curitiba,PR,7,Headset Pro,Accessories,2,650.0,1300.0,2026-03-23,completed
691,475,Customer 475,Porto Alegre,SP,9,SSD 1TB,Storage,3,700.0,2100.0,2026-07-10,completed
692,245,Customer 245,Porto Alegre,BA,2,Notebook Air,Computers,3,3800.0,11400.0,2026-07-29,completed
693,185,Customer 185,Belo Horizonte,SP,9,SSD 1TB,Storage,2,700.0,1400.0,2026-08-13,completed
694,418,Customer 418,Rio de Janeiro,BA,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-03-12,completed
695,128,Customer 128,Salvador,MG,7,Headset Pro,Accessories,1,650.0,650.0,2026-05-10,completed
696,349,Customer 349,São Paulo,BA,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-02-17,completed
697,195,Customer 195,Brasília,RJ,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-03-20,completed
698,499,Customer 499,Brasília,DF,8,Webcam HD,Accessories,1,350.0,350.0,2026-05-08,completed
699,294,Customer 294,Niterói,BA,3,Monitor 24,Monitors,4,1200.0,4800.0,2026-03-11,completed
700,62,Customer 62,Porto Alegre,RJ,10,USB Hub,Accessories,4,150.0,600.0,2026-05-05,cancelled
701,30,Customer 30,Belo Horizonte,DF,8,Webcam HD,Accessories,2,350.0,700.0,2026-03-26,cancelled
702,270,Customer 270,Curitiba,MG,10,USB Hub,Accessories,3,150.0,450.0,2026-06-16,completed
703,47,Customer 47,Belo Horizonte,PR,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-01-05,completed
704,353,Customer 353,Niterói,DF,8,Webcam HD,Accessories,1,350.0,350.0,2026-01-31,completed
705,362,Customer 362,Brasília,DF,9,SSD 1TB,Storage,4,700.0,2800.0,2026-01-20,completed
706,464,Customer 464,Belo Horizonte,SP,7,Headset Pro,Accessories,2,650.0,1300.0,2026-05-31,cancelled
707,422,Customer 422,Porto Alegre,RS,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-05-22,completed
708,50,Customer 50,Salvador,RS,6,Mouse Wireless,Accessories,2,180.0,360.0,2026-01-09,completed
709,431,Customer 431,Rio de Janeiro,PR,8,Webcam HD,Accessories,2,350.0,700.0,2026-02-07,completed
710,11,Customer 11,Curitiba,DF,2,Notebook Air,Computers,4,3800.0,15200.0,2026-04-11,completed
711,352,Customer 352,Rio de Janeiro,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-06-18,completed
712,248,Customer 248,Belo Horizonte,MG,9,SSD 1TB,Storage,2,700.0,1400.0,2026-01-23,cancelled
713,100,Customer 100,São Paulo,RS,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-01-20,completed
714,83,Customer 83,São Paulo,RJ,8,Webcam HD,Accessories,2,350.0,700.0,2026-08-21,completed
715,154,Customer 154,Niterói,BA,7,Headset Pro,Accessories,1,650.0,650.0,2026-02-21,completed
716,37,Customer 37,Salvador,PR,8,Webcam HD,Accessories,2,350.0,700.0,2026-01-10,completed
717,3,Customer 3,Porto Alegre,DF,10,USB Hub,Accessories,3,150.0,450.0,2026-08-03,cancelled
718,157,Customer 157,São Paulo,BA,8,Webcam HD,Accessories,1,350.0,350.0,2026-08-15,completed
719,244,Customer 244,Porto Alegre,SP,9,SSD 1TB,Storage,2,700.0,1400.0,2026-02-27,completed
720,394,Customer 394,Curitiba,DF,6,Mouse Wireless,Accessories,2,180.0,360.0,2026-03-19,completed
721,300,Customer 300,Rio de Janeiro,PR,7,Headset Pro,Accessories,4,650.0,2600.0,2026-03-11,completed
723,382,Customer 382,Brasília,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-04-02,completed
724,88,Customer 88,Niterói,RJ,2,Notebook Air,Computers,3,3800.0,11400.0,2026-03-07,cancelled
725,308,Customer 308,Curitiba,RJ,10,USB Hub,Accessories,3,150.0,450.0,2026-04-29,completed
727,132,Customer 132,Curitiba,MG,4,Monitor 27,Monitors,4,1800.0,7200.0,2026-03-12,completed
728,62,Customer 62,Porto Alegre,RJ,2,Notebook Air,Computers,1,3800.0,3800.0,2026-02-19,completed
729,249,Customer 249,Salvador,MG,9,SSD 1TB,Storage,2,700.0,1400.0,2026-04-11,completed
730,157,Customer 157,São Paulo,BA,9,SSD 1TB,Storage,1,700.0,700.0,2026-04-01,completed
731,215,Customer 215,Porto Alegre,DF,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-06-25,completed
732,417,Customer 417,Brasília,PR,4,Monitor 27,Monitors,2,1800.0,3600.0,2026-07-27,completed
733,35,Customer 35,Brasília,RS,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-06-06,completed
734,259,Customer 259,São Paulo,RJ,8,Webcam HD,Accessories,4,350.0,1400.0,2026-01-17,completed
735,362,Customer 362,Brasília,DF,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-01-02,cancelled
736,354,Customer 354,Belo Horizonte,SP,9,SSD 1TB,Storage,1,700.0,700.0,2026-07-26,completed
737,12,Customer 12,Brasília,BA,9,SSD 1TB,Storage,1,700.0,700.0,2026-03-13,completed
738,368,Customer 368,Niterói,BA,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-07-24,completed
739,214,Customer 214,Belo Horizonte,BA,3,Monitor 24,Monitors,3,1200.0,3600.0,2026-07-03,cancelled
740,15,Customer 15,Porto Alegre,DF,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-04-27,cancelled
741,76,Customer 76,Belo Horizonte,MG,6,Mouse Wireless,Accessories,3,180.0,540.0,2026-04-06,cancelled
742,146,Customer 146,Salvador,MG,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-01-13,cancelled
743,333,Customer 333,Niterói,PR,10,USB Hub,Accessories,2,150.0,300.0,2026-01-27,cancelled
744,414,Customer 414,São Paulo,DF,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-03-04,completed
745,261,Customer 261,Salvador,SP,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-03-25,completed
746,349,Customer 349,São Paulo,BA,4,Monitor 27,Monitors,3,1800.0,5400.0,2026-03-20,completed
747,183,Customer 183,Belo Horizonte,DF,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-07-26,cancelled
748,106,Customer 106,Salvador,PR,7,Headset Pro,Accessories,2,650.0,1300.0,2026-07-28,completed
749,347,Customer 347,Brasília,SP,10,USB Hub,Accessories,3,150.0,450.0,2026-04-19,completed
750,219,Customer 219,Belo Horizonte,SP,2,Notebook Air,Computers,2,3800.0,7600.0,2026-02-26,completed
751,24,Customer 24,Brasília,BA,3,Monitor 24,Monitors,3,1200.0,3600.0,2026-01-28,completed
753,425,Customer 425,Belo Horizonte,SP,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-06-28,cancelled
754,180,Customer 180,Curitiba,DF,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-07-21,completed
755,99,Customer 99,Porto Alegre,RS,10,USB Hub,Accessories,4,150.0,600.0,2026-05-23,completed
756,95,Customer 95,Brasília,MG,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-04-05,completed
757,306,Customer 306,São Paulo,BA,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-05-13,cancelled
758,377,Customer 377,Porto Alegre,PR,5,Keyboard Mechanical,Accessories,4,450.0,1800.0,2026-06-15,completed
759,102,Customer 102,São Paulo,BA,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-07-12,completed
760,149,Customer 149,Salvador,DF,9,SSD 1TB,Storage,1,700.0,700.0,2026-06-28,completed
761,270,Customer 270,Curitiba,MG,7,Headset Pro,Accessories,4,650.0,2600.0,2026-08-11,cancelled
762,209,Customer 209,Niterói,PR,2,Notebook Air,Computers,2,3800.0,7600.0,2026-04-30,cancelled
763,175,Customer 175,Porto Alegre,RS,2,Notebook Air,Computers,1,3800.0,3800.0,2026-04-27,completed
764,264,Customer 264,Brasília,DF,2,Notebook Air,Computers,1,3800.0,3800.0,2026-08-22,cancelled
765,382,Customer 382,Brasília,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-08-11,completed
766,383,Customer 383,Brasília,PR,9,SSD 1TB,Storage,1,700.0,700.0,2026-06-29,completed
767,465,Customer 465,Rio de Janeiro,DF,8,Webcam HD,Accessories,1,350.0,350.0,2026-08-04,completed
768,346,Customer 346,Niterói,RJ,9,SSD 1TB,Storage,2,700.0,1400.0,2026-01-14,completed
769,30,Customer 30,Belo Horizonte,DF,9,SSD 1TB,Storage,4,700.0,2800.0,2026-07-01,completed
770,294,Customer 294,Niterói,BA,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-07-30,cancelled
771,96,Customer 96,Niterói,BA,10,USB Hub,Accessories,1,150.0,150.0,2026-06-16,completed
772,333,Customer 333,Niterói,PR,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-02-15,completed
773,191,Customer 191,Porto Alegre,DF,10,USB Hub,Accessories,2,150.0,300.0,2026-06-30,completed
774,102,Customer 102,São Paulo,BA,7,Headset Pro,Accessories,2,650.0,1300.0,2026-01-02,completed
775,420,Customer 420,Curitiba,RS,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-04-26,completed
776,203,Customer 203,Belo Horizonte,SP,9,SSD 1TB,Storage,2,700.0,1400.0,2026-04-26,cancelled
777,173,Customer 173,Salvador,RS,7,Headset Pro,Accessories,2,650.0,1300.0,2026-05-20,completed
778,321,Customer 321,Niterói,RJ,3,Monitor 24,Monitors,3,1200.0,3600.0,2026-02-15,cancelled
779,474,Customer 474,Belo Horizonte,PR,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-05-30,completed
780,51,Customer 51,Salvador,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-07-05,cancelled
781,489,Customer 489,Salvador,SP,9,SSD 1TB,Storage,2,700.0,1400.0,2026-05-07,completed
782,46,Customer 46,Brasília,RJ,4,Monitor 27,Monitors,2,1800.0,3600.0,2026-03-21,completed
783,8,Customer 8,Porto Alegre,SP,8,Webcam HD,Accessories,4,350.0,1400.0,2026-02-22,cancelled
784,297,Customer 297,Salvador,DF,10,USB Hub,Accessories,2,150.0,300.0,2026-04-01,completed
785,364,Customer 364,Brasília,BA,5,Keyboard Mechanical,Accessories,3,450.0,1350.0,2026-03-22,cancelled
786,362,Customer 362,Brasília,DF,4,Monitor 27,Monitors,2,1800.0,3600.0,2026-01-09,completed
787,166,Customer 166,Salvador,RS,1,Notebook Pro,Computers,3,5500.0,16500.0,2026-03-30,completed
788,97,Customer 97,São Paulo,RS,2,Notebook Air,Computers,1,3800.0,3800.0,2026-03-31,cancelled
789,191,Customer 191,Porto Alegre,DF,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-08-14,completed
790,53,Customer 53,Niterói,BA,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-08-14,completed
791,428,Customer 428,Salvador,MG,4,Monitor 27,Monitors,3,1800.0,5400.0,2026-07-14,cancelled
792,402,Customer 402,Salvador,RJ,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-07-11,cancelled
793,451,Customer 451,Brasília,RJ,10,USB Hub,Accessories,1,150.0,150.0,2026-05-26,completed
794,26,Customer 26,Porto Alegre,MG,10,USB Hub,Accessories,4,150.0,600.0,2026-02-16,cancelled
795,325,Customer 325,Brasília,RS,6,Mouse Wireless,Accessories,4,180.0,720.0,2026-07-31,completed
796,106,Customer 106,Salvador,PR,8,Webcam HD,Accessories,3,350.0,1050.0,2026-06-03,completed
797,99,Customer 99,Porto Alegre,RS,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-04-30,completed
798,476,Customer 476,Salvador,SP,5,Keyboard Mechanical,Accessories,3,450.0,1350.0,2026-07-04,completed
799,423,Customer 423,Salvador,PR,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-03-08,cancelled
800,469,Customer 469,São Paulo,DF,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-06-07,cancelled
801,441,Customer 441,Brasília,RS,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-06-03,completed
802,60,Customer 60,Porto Alegre,BA,3,Monitor 24,Monitors,1,1200.0,1200.0,2026-07-28,completed
803,159,Customer 159,Curitiba,RJ,9,SSD 1TB,Storage,1,700.0,700.0,2026-02-25,completed
804,114,Customer 114,Belo Horizonte,MG,10,USB Hub,Accessories,2,150.0,300.0,2026-01-06,cancelled
805,176,Customer 176,Belo Horizonte,BA,2,Notebook Air,Computers,1,3800.0,3800.0,2026-02-21,completed
806,185,Customer 185,Belo Horizonte,SP,8,Webcam HD,Accessories,2,350.0,700.0,2026-07-13,completed
807,218,Customer 218,Rio de Janeiro,PR,2,Notebook Air,Computers,4,3800.0,15200.0,2026-08-07,cancelled
808,452,Customer 452,Brasília,MG,10,USB Hub,Accessories,3,150.0,450.0,2026-01-12,completed
809,270,Customer 270,Curitiba,MG,7,Headset Pro,Accessories,2,650.0,1300.0,2026-05-31,completed
810,346,Customer 346,Niterói,RJ,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-05-03,completed
811,455,Customer 455,Curitiba,BA,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-08-17,cancelled
812,189,Customer 189,São Paulo,PR,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-02-04,cancelled
813,159,Customer 159,Curitiba,RJ,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-05-02,completed
814,170,Customer 170,Rio de Janeiro,RJ,9,SSD 1TB,Storage,1,700.0,700.0,2026-05-05,completed
815,444,Customer 444,Belo Horizonte,PR,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-05-07,cancelled
816,87,Customer 87,Rio de Janeiro,RS,7,Headset Pro,Accessories,1,650.0,650.0,2026-04-17,cancelled
817,276,Customer 276,Belo Horizonte,DF,6,Mouse Wireless,Accessories,1,180.0,180.0,2026-03-12,completed
818,322,Customer 322,Rio de Janeiro,RS,8,Webcam HD,Accessories,4,350.0,1400.0,2026-01-27,completed
819,275,Customer 275,Belo Horizonte,BA,7,Headset Pro,Accessories,4,650.0,2600.0,2026-03-10,completed
820,132,Customer 132,Curitiba,MG,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-02-26,cancelled
821,408,Customer 408,São Paulo,SP,7,Headset Pro,Accessories,2,650.0,1300.0,2026-01-08,completed
822,374,Customer 374,Niterói,RJ,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-01-28,completed
823,162,Customer 162,Porto Alegre,BA,4,Monitor 27,Monitors,2,1800.0,3600.0,2026-05-25,completed
824,50,Customer 50,Salvador,RS,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-06-23,completed
825,189,Customer 189,São Paulo,PR,1,Notebook Pro,Computers,2,5500.0,11000.0,2026-08-26,completed
826,414,Customer 414,São Paulo,DF,4,Monitor 27,Monitors,2,1800.0,3600.0,2026-04-24,completed
827,131,Customer 131,Curitiba,BA,7,Headset Pro,Accessories,3,650.0,1950.0,2026-05-29,cancelled
828,62,Customer 62,Porto Alegre,RJ,2,Notebook Air,Computers,4,3800.0,15200.0,2026-08-11,completed
829,144,Customer 144,Belo Horizonte,PR,9,SSD 1TB,Storage,1,700.0,700.0,2026-01-07,completed
830,98,Customer 98,Porto Alegre,BA,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-06-22,completed
831,434,Customer 434,São Paulo,RS,4,Monitor 27,Monitors,1,1800.0,1800.0,2026-04-17,completed
832,226,Customer 226,Niterói,RJ,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-02-17,cancelled
833,319,Customer 319,Brasília,RS,9,SSD 1TB,Storage,3,700.0,2100.0,2026-07-03,completed
834,63,Customer 63,Niterói,PR,9,SSD 1TB,Storage,1,700.0,700.0,2026-07-26,completed
835,249,Customer 249,Salvador,MG,1,Notebook Pro,Computers,1,5500.0,5500.0,2026-08-07,completed
836,476,Customer 476,Salvador,SP,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-05-16,cancelled
837,262,Customer 262,São Paulo,PR,5,Keyboard Mechanical,Accessories,2,450.0,900.0,2026-06-09,cancelled
838,16,Customer 16,Salvador,RJ,2,Notebook Air,Computers,1,3800.0,3800.0,2026-04-28,completed
839,402,Customer 402,Salvador,RJ,3,Monitor 24,Monitors,3,1200.0,3600.0,2026-05-27,completed
840,176,Customer 176,Belo Horizonte,BA,4,Monitor 27,Monitors,4,1800.0,7200.0,2026-01-13,cancelled
841,265,Customer 265,Brasília,MG,5,Keyboard Mechanical,Accessories,1,450.0,450.0,2026-07-15,cancelled
842,136,Customer 136,Niterói,RS,2,Notebook Air,Computers,2,3800.0,7600.0,2026-01-21,completed
843,189,Customer 189,São Paulo,PR,9,SSD 1TB,Storage,2,700.0,1400.0,2026-02-17,cancelled
844,452,Customer 452,Brasília,MG,4,Monitor 27,Monitors,4,1800.0,7200.0,2026-08-07,cancelled
845,176,Customer 176,Belo Horizonte,BA,3,Monitor 24,Monitors,2,1200.0,2400.0,2026-08-18,cancelled
